fADATime,fADCTime,fADADecision,fADCDecision,fV0ATime,fV0CTime,fV0ADecision,fV0CDecision,Multiplicity V0,Multiplicity AD,Time V0,Time AD
56.36396,65.32938,1,1,11.353347,3.8223348,1,1,62.58809018135071,1261.1377220153809,7.329984731972218,60.84010982513428
56.389477,64.62804,1,1,11.108052,3.0735428,1,1,76.70139586925507,1565.135196685791,7.012898243963718,60.49784851074219
56.602955,65.14003,1,1,11.286579,3.2626114,1,1,173.28178572654724,3092.4237060546875,6.907037168741226,60.85149955749512
57.09937,65.0519,1,1,12.711827,3.949494,1,1,18.84975079447031,312.3164992928505,8.298484593629837,61.10072684288025
56.330647,65.24782,1,1,8.496214,2.4578824,1,1,514.9121334552765,8244.39111328125,5.240173046011478,46.16297864913941
0.0,0.0,0,0,-10.404533,3.4639595,2,1,2.9548582416027784,1.920207053422928,0.7319408804178238,-10.492363452911375
56.49641,65.0079,1,1,9.757541,2.5063145,1,1,479.1092746257782,7220.263900756836,5.535530060529709,49.62760639190674
56.77732,64.651535,1,1,11.327599,2.628074,1,1,191.18392479419708,3263.842819213867,6.848285522311926,57.181899309158325
56.75979,65.20641,1,1,11.806133,3.5478063,1,1,67.43261516094208,1437.3310317993164,7.651001043617725,60.96887946128845
56.99163,65.071686,1,1,11.701219,3.5807343,1,1,74.55817875266075,1747.619365692139,7.243702117353678,61.02445840835571
57.42008,65.47612,1,1,11.8804865,3.3882563,1,1,170.37048947811127,3483.069553375244,7.054170947521925,61.40950202941895
0.0,0.0,0,0,-10.327375,0.0,2,0,0.1140678143128752,0.0,-0.3013463616371155,0.0
56.612167,65.12096,1,1,10.458923,2.7340178,1,1,314.0025388002396,4868.396377563477,5.939018437638879,53.24516487121582
0.0,0.0,0,0,0.0,0.0,0,0,0.0128972940146923,0.0,0.0,0.0
56.672546,65.235596,1,1,10.913902,2.7604864,1,1,345.0393898487091,5042.459518432617,6.228345090523362,53.876306772232056
0.0,0.0,0,0,-10.956425,5.899324,2,1,0.3255665116012096,1.974616765975952,-0.0349847860634326,-13.658656120300291
56.339718,65.2935,1,1,11.009097,3.1394763,1,1,197.34552884101868,3440.208335876465,6.926853604614735,60.827582120895386
0.0,0.0,0,0,0.0,0.0,0,0,0.0914804646745324,0.0,0.0,0.0
56.330757,64.89996,1,1,11.713489,3.533265,1,1,36.065019534900784,633.4145193099976,7.657501742243767,60.63826823234558
55.911842,64.94745,1,1,9.065699,2.3672152,1,1,564.3149425983429,8378.851821899414,5.314291183836758,56.40308618545532
56.738613,64.99911,1,1,9.873049,2.5471532,1,1,461.3417503833771,6922.802474975586,5.850439524278045,50.17640542984009
56.559982,65.14792,1,1,10.5791025,2.6939905,1,1,346.26706552505493,6203.423126220703,6.173166189342737,60.85497832298279
56.335144,64.78232,1,1,8.34929,2.0881567,1,1,520.7524797916412,7634.293380737305,5.477685423567891,56.52368187904358
56.419403,64.56446,1,1,10.650638,2.3786173,1,1,239.63265132904053,3735.762454986572,5.903747286647558,60.46251106262207
56.353043,65.00185,1,1,11.116458,2.9053671,1,1,197.60429906845093,3475.409019470215,6.564828975126147,60.67294335365296
56.752068,64.97688,1,1,9.811432,2.340606,1,1,489.592738866806,7789.111206054687,5.885532301850617,60.88760685920715
56.83202,64.958244,1,1,11.837609,3.4807801,1,1,49.207090988755226,1169.139612197876,7.43819198384881,60.906073331832886
56.758297,65.47792,1,1,10.2488785,2.9342704,1,1,467.5487473011017,6410.95361328125,6.226639047265053,61.139381408691406
